customer_id,total_orders,total_revenue,avg_order_value,product_category,device_type,marketing_channel,lifespan_days,lifespan_months,purchase_freq_monthly,predicted_clv,historical_clv,clv_tier
1134,3,7061.16,2353.72,Fashion,Desktop,Email Campaign,214,7.13,0.4208,11885.34,7061.16,Bronze
1138,1,924.05,924.05,Grocery,Mobile,Paid Ads,1,0.03,5.0,55443.0,924.05,Silver
1145,1,997.25,997.25,Beauty & Personal Care,Desktop,Referral,1,0.03,5.0,59835.0,997.25,Gold
1146,1,2950.09,2950.09,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,177005.4,2950.09,Platinum
1148,1,843.58,843.58,Fashion,Desktop,Direct,1,0.03,5.0,50614.8,843.58,Silver
1150,1,2340.49,2340.49,Beauty & Personal Care,Tablet,Social Media,1,0.03,5.0,140429.4,2340.49,Platinum
1151,1,673.69,673.69,Books,Mobile,Email Campaign,1,0.03,5.0,40421.4,673.69,Silver
1152,1,772.78,772.78,Books,Mobile,Paid Ads,1,0.03,5.0,46366.8,772.78,Silver
1153,1,1069.29,1069.29,Grocery,Mobile,Paid Ads,1,0.03,5.0,64157.4,1069.29,Gold
1155,2,4908.51,2454.255,Beauty & Personal Care,Mobile,Organic Search,87,2.9,0.6897,20312.4,4908.51,Silver
1158,1,2864.37,2864.37,Home & Kitchen,Desktop,Referral,1,0.03,5.0,171862.2,2864.37,Platinum
1159,1,5605.16,5605.16,Toys & Baby,Desktop,Paid Ads,1,0.03,5.0,336309.6,5605.16,Platinum
1160,1,2058.0,2058.0,Beauty & Personal Care,Mobile,Email Campaign,1,0.03,5.0,123480.0,2058.0,Gold
1162,1,1483.14,1483.14,Electronics,Desktop,Social Media,1,0.03,5.0,88988.4,1483.14,Gold
1163,1,403.7,403.7,Home & Kitchen,Mobile,Organic Search,1,0.03,5.0,24222.0,403.7,Silver
1164,1,1126.58,1126.58,Toys & Baby,Tablet,Direct,1,0.03,5.0,67594.8,1126.58,Gold
1165,2,1357.8700000000001,678.9350000000001,Fashion,Mobile,Direct,189,6.3,0.3175,2586.74,1357.87,Bronze
1167,2,3059.2,1529.6,Beauty & Personal Care,Mobile,Direct,205,6.83,0.2928,5374.4,3059.2,Bronze
1169,2,947.29,473.645,Fashion,Desktop,Email Campaign,85,2.83,0.7067,4016.7,947.29,Bronze
1172,1,332.26,332.26,Fashion,Desktop,Organic Search,1,0.03,5.0,19935.6,332.26,Silver
1174,1,1507.02,1507.02,Grocery,Mobile,Organic Search,1,0.03,5.0,90421.2,1507.02,Gold
1175,2,2666.8900000000003,1333.4450000000002,Beauty & Personal Care,Mobile,Email Campaign,36,1.2,1.6667,26669.43,2666.89,Silver
1177,1,756.39,756.39,Electronics,Tablet,Email Campaign,1,0.03,5.0,45383.4,756.39,Silver
1183,1,5294.04,5294.04,Home & Kitchen,Tablet,Direct,1,0.03,5.0,317642.4,5294.04,Platinum
1184,2,3314.81,1657.405,Beauty & Personal Care,Desktop,Paid Ads,141,4.7,0.4255,8462.71,3314.81,Bronze
1187,2,9145.76,4572.88,Electronics,Mobile,Paid Ads,18,0.6,3.3333,182913.37,9145.76,Platinum
1188,3,1550.69,516.8966666666666,Electronics,Desktop,Paid Ads,237,7.9,0.3797,2355.19,1550.69,Bronze
1190,2,1456.45,728.225,Grocery,Desktop,Social Media,130,4.33,0.4619,4036.41,1456.45,Bronze
1193,1,1818.94,1818.94,Beauty & Personal Care,Desktop,Organic Search,1,0.03,5.0,109136.4,1818.94,Gold
1195,1,1219.67,1219.67,Books,Desktop,Organic Search,1,0.03,5.0,73180.2,1219.67,Gold
1196,2,5634.82,2817.41,Electronics,Mobile,Organic Search,95,3.17,0.6309,21330.05,5634.82,Silver
1197,1,4518.88,4518.88,Toys & Baby,Mobile,Organic Search,1,0.03,5.0,271132.8,4518.88,Platinum
1198,1,973.3,973.3,Books,Mobile,Email Campaign,1,0.03,5.0,58398.0,973.3,Gold
1200,1,1897.32,1897.32,Electronics,Mobile,Paid Ads,1,0.03,5.0,113839.2,1897.32,Gold
1202,1,1248.59,1248.59,Beauty & Personal Care,Desktop,Referral,1,0.03,5.0,74915.4,1248.59,Gold
1203,2,3619.66,1809.83,Books,Mobile,Organic Search,1,0.03,5.0,108589.8,3619.66,Gold
1204,1,969.32,969.32,Fashion,Mobile,Social Media,1,0.03,5.0,58159.2,969.32,Gold
1206,1,3324.51,3324.51,Toys & Baby,Mobile,Social Media,1,0.03,5.0,199470.6,3324.51,Platinum
1208,1,1136.65,1136.65,Books,Desktop,Organic Search,1,0.03,5.0,68199.0,1136.65,Gold
1209,1,816.6,816.6,Electronics,Tablet,Direct,1,0.03,5.0,48996.0,816.6,Silver
1212,3,2666.46,888.82,Fashion,Desktop,Social Media,239,7.97,0.3764,4014.62,2666.46,Bronze
1213,1,744.78,744.78,Electronics,Mobile,Organic Search,1,0.03,5.0,44686.8,744.78,Silver
1214,1,3055.83,3055.83,Toys & Baby,Desktop,Social Media,1,0.03,5.0,183349.8,3055.83,Platinum
1215,1,1328.42,1328.42,Fashion,Mobile,Email Campaign,1,0.03,5.0,79705.2,1328.42,Gold
1218,2,3526.43,1763.215,Grocery,Desktop,Email Campaign,54,1.8,1.1111,23509.3,3526.43,Silver
1220,1,1765.86,1765.86,Books,Desktop,Paid Ads,1,0.03,5.0,105951.6,1765.86,Gold
1222,1,898.63,898.63,Books,Tablet,Referral,1,0.03,5.0,53917.8,898.63,Silver
1223,1,522.78,522.78,Home & Kitchen,Desktop,Referral,1,0.03,5.0,31366.8,522.78,Silver
1225,1,268.76,268.76,Sports & Fitness,Desktop,Referral,1,0.03,5.0,16125.6,268.76,Bronze
1226,1,1203.09,1203.09,Electronics,Mobile,Social Media,1,0.03,5.0,72185.4,1203.09,Gold
1227,1,4039.92,4039.92,Home & Kitchen,Mobile,Referral,1,0.03,5.0,242395.2,4039.92,Platinum
1228,1,829.75,829.75,Books,Mobile,Social Media,1,0.03,5.0,49785.0,829.75,Silver
1229,1,651.56,651.56,Sports & Fitness,Mobile,Organic Search,1,0.03,5.0,39093.6,651.56,Silver
1231,1,741.57,741.57,Toys & Baby,Desktop,Paid Ads,1,0.03,5.0,44494.2,741.57,Silver
1234,1,377.35,377.35,Sports & Fitness,Desktop,Direct,1,0.03,5.0,22641.0,377.35,Silver
1240,1,1882.12,1882.12,Grocery,Desktop,Social Media,1,0.03,5.0,112927.2,1882.12,Gold
1241,2,3617.15,1808.575,Books,Desktop,Direct,46,1.53,1.3072,28370.03,3617.15,Silver
1243,1,3898.5,3898.5,Toys & Baby,Desktop,Organic Search,1,0.03,5.0,233910.0,3898.5,Platinum
1244,2,3078.65,1539.325,Sports & Fitness,Mobile,Direct,15,0.5,4.0,73887.6,3078.65,Gold
1252,2,7790.94,3895.47,Books,Desktop,Direct,271,9.03,0.2215,10354.16,7790.94,Bronze
1253,1,2191.33,2191.33,Books,Desktop,Email Campaign,1,0.03,5.0,131479.8,2191.33,Platinum
1262,1,797.16,797.16,Sports & Fitness,Desktop,Direct,1,0.03,5.0,47829.6,797.16,Silver
1264,1,1712.22,1712.22,Books,Desktop,Email Campaign,1,0.03,5.0,102733.2,1712.22,Gold
1268,1,1455.21,1455.21,Home & Kitchen,Tablet,Referral,1,0.03,5.0,87312.6,1455.21,Gold
1269,1,1787.02,1787.02,Books,Mobile,Referral,1,0.03,5.0,107221.2,1787.02,Gold
1270,2,3845.93,1922.965,Beauty & Personal Care,Desktop,Organic Search,144,4.8,0.4167,9615.59,3845.93,Bronze
1271,1,1130.35,1130.35,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,67821.0,1130.35,Gold
1274,1,2065.7,2065.7,Toys & Baby,Mobile,Paid Ads,1,0.03,5.0,123942.0,2065.7,Gold
1275,2,7788.92,3894.46,Books,Desktop,Referral,13,0.43,4.6512,217366.95,7788.92,Platinum
1277,1,414.36,414.36,Sports & Fitness,Desktop,Email Campaign,1,0.03,5.0,24861.6,414.36,Silver
1278,2,4367.72,2183.86,Fashion,Mobile,Direct,241,8.03,0.2491,6527.99,4367.72,Bronze
1279,1,3180.17,3180.17,Home & Kitchen,Mobile,Referral,1,0.03,5.0,190810.2,3180.17,Platinum
1282,1,281.46,281.46,Sports & Fitness,Desktop,Organic Search,1,0.03,5.0,16887.6,281.46,Bronze
1283,1,3166.32,3166.32,Grocery,Desktop,Social Media,1,0.03,5.0,189979.2,3166.32,Platinum
1284,1,6649.04,6649.04,Home & Kitchen,Desktop,Paid Ads,1,0.03,5.0,398942.4,6649.04,Platinum
1285,1,2942.34,2942.34,Fashion,Desktop,Email Campaign,1,0.03,5.0,176540.4,2942.34,Platinum
1290,2,1015.6500000000001,507.82500000000005,Beauty & Personal Care,Desktop,Direct,67,2.23,0.8969,5465.62,1015.65,Bronze
1291,1,2457.68,2457.68,Fashion,Tablet,Direct,1,0.03,5.0,147460.8,2457.68,Platinum
1292,2,3075.91,1537.955,Beauty & Personal Care,Desktop,Direct,28,0.93,2.1505,39688.47,3075.91,Silver
1295,1,267.34,267.34,Toys & Baby,Mobile,Direct,1,0.03,5.0,16040.4,267.34,Bronze
1298,1,285.16,285.16,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,17109.6,285.16,Bronze
1302,1,821.62,821.62,Home & Kitchen,Desktop,Social Media,1,0.03,5.0,49297.2,821.62,Silver
1303,1,989.88,989.88,Beauty & Personal Care,Mobile,Email Campaign,1,0.03,5.0,59392.8,989.88,Gold
1304,1,529.27,529.27,Beauty & Personal Care,Mobile,Referral,1,0.03,5.0,31756.2,529.27,Silver
1307,1,553.52,553.52,Sports & Fitness,Mobile,Referral,1,0.03,5.0,33211.2,553.52,Silver
1308,1,566.61,566.61,Electronics,Tablet,Social Media,1,0.03,5.0,33996.6,566.61,Silver
1312,2,6037.98,3018.99,Grocery,Mobile,Direct,23,0.77,2.5974,94098.3,6037.98,Gold
1315,1,1937.57,1937.57,Books,Desktop,Email Campaign,1,0.03,5.0,116254.2,1937.57,Gold
1316,5,9432.31,1886.462,Grocery,Desktop,Direct,259,8.63,0.5794,13116.19,9432.31,Bronze
1317,4,8119.4400000000005,2029.8600000000001,Books,Mobile,Direct,335,11.17,0.3581,8722.71,8119.44,Bronze
1318,2,1692.53,846.265,Electronics,Desktop,Referral,118,3.93,0.5089,5167.97,1692.53,Bronze
1319,2,3602.98,1801.49,Grocery,Desktop,Referral,160,5.33,0.3752,8111.03,3602.98,Bronze
1322,2,2239.44,1119.72,Books,Mobile,Email Campaign,143,4.77,0.4193,5633.98,2239.44,Bronze
1323,1,3132.29,3132.29,Beauty & Personal Care,Mobile,Paid Ads,1,0.03,5.0,187937.4,3132.29,Platinum
1324,1,3519.68,3519.68,Home & Kitchen,Tablet,Social Media,1,0.03,5.0,211180.8,3519.68,Platinum
1327,2,4069.45,2034.725,Fashion,Desktop,Email Campaign,248,8.27,0.2418,5903.96,4069.45,Bronze
1329,1,443.01,443.01,Sports & Fitness,Mobile,Organic Search,1,0.03,5.0,26580.6,443.01,Silver
1331,1,4930.51,4930.51,Toys & Baby,Desktop,Email Campaign,1,0.03,5.0,295830.6,4930.51,Platinum
1332,1,3016.32,3016.32,Grocery,Mobile,Email Campaign,1,0.03,5.0,180979.2,3016.32,Platinum
1334,5,12203.21,2440.642,Electronics,Desktop,Direct,278,9.27,0.5394,15797.79,12203.21,Bronze
1335,3,3522.92,1174.3066666666666,Fashion,Desktop,Paid Ads,184,6.13,0.4894,6896.47,3522.92,Bronze
1336,1,3797.19,3797.19,Beauty & Personal Care,Desktop,Social Media,1,0.03,5.0,227831.4,3797.19,Platinum
1337,1,783.06,783.06,Home & Kitchen,Desktop,Paid Ads,1,0.03,5.0,46983.6,783.06,Silver
1339,1,530.31,530.31,Grocery,Mobile,Paid Ads,1,0.03,5.0,31818.6,530.31,Silver
1343,1,3053.36,3053.36,Home & Kitchen,Mobile,Paid Ads,1,0.03,5.0,183201.6,3053.36,Platinum
1345,1,256.67,256.67,Sports & Fitness,Desktop,Email Campaign,1,0.03,5.0,15400.2,256.67,Bronze
1347,1,3357.67,3357.67,Electronics,Desktop,Paid Ads,1,0.03,5.0,201460.2,3357.67,Platinum
1348,1,4789.77,4789.77,Toys & Baby,Desktop,Email Campaign,1,0.03,5.0,287386.2,4789.77,Platinum
1349,1,307.29,307.29,Grocery,Mobile,Paid Ads,1,0.03,5.0,18437.4,307.29,Bronze
1350,3,1480.29,493.43,Sports & Fitness,Mobile,Social Media,49,1.63,1.8405,10897.89,1480.29,Bronze
1351,1,4652.64,4652.64,Books,Mobile,Organic Search,1,0.03,5.0,279158.4,4652.64,Platinum
1352,2,1316.79,658.395,Grocery,Mobile,Paid Ads,52,1.73,1.1561,9134.05,1316.79,Bronze
1356,1,2397.1,2397.1,Beauty & Personal Care,Mobile,Direct,1,0.03,5.0,143826.0,2397.1,Platinum
1357,1,1199.55,1199.55,Beauty & Personal Care,Desktop,Email Campaign,1,0.03,5.0,71973.0,1199.55,Gold
1360,3,3696.46,1232.1533333333334,Grocery,Desktop,Email Campaign,169,5.63,0.5329,7879.37,3696.46,Bronze
1361,3,4596.29,1532.0966666666666,Books,Desktop,Social Media,302,10.07,0.2979,5476.94,4596.29,Bronze
1362,1,3356.54,3356.54,Beauty & Personal Care,Desktop,Referral,1,0.03,5.0,201392.4,3356.54,Platinum
1363,2,181.93,90.965,Sports & Fitness,Desktop,Email Campaign,123,4.1,0.4878,532.47,181.93,Bronze
1365,2,3247.63,1623.815,Books,Desktop,Direct,288,9.6,0.2083,4058.89,3247.63,Bronze
1366,1,4299.17,4299.17,Home & Kitchen,Mobile,Social Media,1,0.03,5.0,257950.2,4299.17,Platinum
1368,2,4747.9400000000005,2373.9700000000003,Grocery,Desktop,Direct,13,0.43,4.6512,132501.71,4747.94,Platinum
1370,1,1920.92,1920.92,Grocery,Desktop,Paid Ads,1,0.03,5.0,115255.2,1920.92,Gold
1372,2,7627.08,3813.54,Home & Kitchen,Mobile,Direct,31,1.03,1.9417,88857.01,7627.08,Gold
1378,3,2604.1,868.0333333333333,Electronics,Desktop,Email Campaign,235,7.83,0.3831,3990.52,2604.1,Bronze
1379,1,863.94,863.94,Fashion,Desktop,Direct,1,0.03,5.0,51836.4,863.94,Silver
1380,1,700.35,700.35,Fashion,Mobile,Paid Ads,1,0.03,5.0,42021.0,700.35,Silver
1381,1,566.3,566.3,Home & Kitchen,Mobile,Organic Search,1,0.03,5.0,33978.0,566.3,Silver
1382,2,4061.77,2030.885,Books,Desktop,Email Campaign,61,2.03,0.9852,24009.93,4061.77,Silver
1385,1,3694.52,3694.52,Books,Desktop,Social Media,1,0.03,5.0,221671.2,3694.52,Platinum
1386,2,3064.78,1532.39,Beauty & Personal Care,Desktop,Direct,222,7.4,0.2703,4970.46,3064.78,Bronze
1387,2,1111.73,555.865,Books,Mobile,Email Campaign,217,7.23,0.2766,1845.03,1111.73,Bronze
1388,1,3964.28,3964.28,Beauty & Personal Care,Tablet,Social Media,1,0.03,5.0,237856.8,3964.28,Platinum
1395,2,2703.44,1351.72,Books,Desktop,Email Campaign,94,3.13,0.639,10364.99,2703.44,Bronze
1397,1,2856.24,2856.24,Beauty & Personal Care,Mobile,Referral,1,0.03,5.0,171374.4,2856.24,Platinum
1398,1,663.37,663.37,Grocery,Tablet,Paid Ads,1,0.03,5.0,39802.2,663.37,Silver
1400,1,527.51,527.51,Electronics,Desktop,Direct,1,0.03,5.0,31650.6,527.51,Silver
1403,2,2038.8500000000001,1019.4250000000001,Books,Desktop,Direct,237,7.9,0.2532,3097.42,2038.85,Bronze
1404,2,1646.99,823.495,Books,Desktop,Direct,115,3.83,0.5222,5160.35,1646.99,Bronze
1405,1,1296.62,1296.62,Fashion,Desktop,Organic Search,1,0.03,5.0,77797.2,1296.62,Gold
1410,1,162.49,162.49,Sports & Fitness,Desktop,Social Media,1,0.03,5.0,9749.4,162.49,Bronze
1412,1,698.61,698.61,Sports & Fitness,Desktop,Direct,1,0.03,5.0,41916.6,698.61,Silver
1418,1,829.86,829.86,Grocery,Desktop,Organic Search,1,0.03,5.0,49791.6,829.86,Silver
1419,2,5203.04,2601.52,Beauty & Personal Care,Mobile,Direct,108,3.6,0.5556,17344.85,5203.04,Bronze
1420,1,4219.62,4219.62,Home & Kitchen,Desktop,Email Campaign,1,0.03,5.0,253177.2,4219.62,Platinum
1422,1,2685.78,2685.78,Beauty & Personal Care,Desktop,Email Campaign,1,0.03,5.0,161146.8,2685.78,Platinum
1423,1,1066.1,1066.1,Toys & Baby,Tablet,Direct,1,0.03,5.0,63966.0,1066.1,Gold
1424,1,513.7,513.7,Sports & Fitness,Mobile,Direct,1,0.03,5.0,30822.0,513.7,Silver
1425,1,518.32,518.32,Toys & Baby,Desktop,Direct,1,0.03,5.0,31099.2,518.32,Silver
1427,1,2279.68,2279.68,Beauty & Personal Care,Mobile,Direct,1,0.03,5.0,136780.8,2279.68,Platinum
1430,1,3753.0,3753.0,Home & Kitchen,Mobile,Direct,1,0.03,5.0,225180.0,3753.0,Platinum
1433,2,8307.94,4153.97,Fashion,Desktop,Direct,107,3.57,0.5602,27924.65,8307.94,Silver
1434,1,2580.84,2580.84,Electronics,Desktop,Direct,1,0.03,5.0,154850.4,2580.84,Platinum
1436,1,3005.46,3005.46,Beauty & Personal Care,Desktop,Direct,1,0.03,5.0,180327.6,3005.46,Platinum
1437,2,1919.23,959.615,Sports & Fitness,Desktop,Organic Search,288,9.6,0.2083,2398.65,1919.23,Bronze
1438,1,313.88,313.88,Beauty & Personal Care,Mobile,Organic Search,1,0.03,5.0,18832.8,313.88,Bronze
1440,1,5960.25,5960.25,Home & Kitchen,Mobile,Direct,1,0.03,5.0,357615.0,5960.25,Platinum
1441,1,503.92,503.92,Fashion,Mobile,Referral,1,0.03,5.0,30235.2,503.92,Silver
1445,2,2774.91,1387.455,Grocery,Desktop,Email Campaign,257,8.57,0.2334,3885.98,2774.91,Bronze
1447,2,2317.7200000000003,1158.8600000000001,Fashion,Mobile,Direct,216,7.2,0.2778,3863.18,2317.72,Bronze
1450,1,2384.76,2384.76,Electronics,Desktop,Social Media,1,0.03,5.0,143085.6,2384.76,Platinum
1451,1,471.13,471.13,Electronics,Desktop,Social Media,1,0.03,5.0,28267.8,471.13,Silver
1454,1,2611.03,2611.03,Toys & Baby,Desktop,Referral,1,0.03,5.0,156661.8,2611.03,Platinum
1455,1,254.85,254.85,Fashion,Desktop,Social Media,1,0.03,5.0,15291.0,254.85,Bronze
1456,2,2899.21,1449.605,Beauty & Personal Care,Desktop,Direct,82,2.73,0.7326,12743.77,2899.21,Bronze
1458,2,2026.27,1013.135,Books,Desktop,Email Campaign,142,4.73,0.4228,5140.24,2026.27,Bronze
1461,1,579.51,579.51,Toys & Baby,Mobile,Direct,1,0.03,5.0,34770.6,579.51,Silver
1462,2,1191.03,595.515,Electronics,Mobile,Direct,281,9.37,0.2134,1524.99,1191.03,Bronze
1463,1,4949.6,4949.6,Books,Mobile,Social Media,1,0.03,5.0,296976.0,4949.6,Platinum
1464,2,1238.58,619.29,Fashion,Desktop,Direct,73,2.43,0.823,6116.11,1238.58,Bronze
1466,1,1417.23,1417.23,Grocery,Desktop,Email Campaign,1,0.03,5.0,85033.8,1417.23,Gold
1467,2,1121.45,560.725,Grocery,Mobile,Direct,190,6.33,0.316,2126.27,1121.45,Bronze
1471,1,1161.18,1161.18,Electronics,Mobile,Paid Ads,1,0.03,5.0,69670.8,1161.18,Gold
1472,1,220.52,220.52,Electronics,Mobile,Paid Ads,1,0.03,5.0,13231.2,220.52,Bronze
1473,1,1213.67,1213.67,Sports & Fitness,Mobile,Email Campaign,1,0.03,5.0,72820.2,1213.67,Gold
1477,1,2809.28,2809.28,Home & Kitchen,Mobile,Email Campaign,1,0.03,5.0,168556.8,2809.28,Platinum
1478,1,656.62,656.62,Sports & Fitness,Desktop,Referral,1,0.03,5.0,39397.2,656.62,Silver
1479,1,2925.48,2925.48,Books,Desktop,Organic Search,1,0.03,5.0,175528.8,2925.48,Platinum
1483,2,4226.91,2113.455,Grocery,Desktop,Email Campaign,306,10.2,0.1961,4973.38,4226.91,Bronze
1484,2,4044.9100000000003,2022.4550000000002,Electronics,Desktop,Email Campaign,78,2.6,0.7692,18668.07,4044.91,Bronze
1486,1,2089.06,2089.06,Home & Kitchen,Tablet,Direct,1,0.03,5.0,125343.6,2089.06,Platinum
1487,1,5778.76,5778.76,Books,Mobile,Organic Search,1,0.03,5.0,346725.6,5778.76,Platinum
1489,2,730.27,365.135,Beauty & Personal Care,Desktop,Paid Ads,32,1.07,1.8692,8190.12,730.27,Bronze
1490,1,1211.39,1211.39,Fashion,Desktop,Direct,1,0.03,5.0,72683.4,1211.39,Gold
1492,2,2307.77,1153.885,Beauty & Personal Care,Desktop,Email Campaign,166,5.53,0.3617,5008.32,2307.77,Bronze
1493,1,416.59,416.59,Beauty & Personal Care,Desktop,Email Campaign,1,0.03,5.0,24995.4,416.59,Silver
1496,2,2929.2999999999997,1464.6499999999999,Electronics,Mobile,Email Campaign,198,6.6,0.303,5325.47,2929.3,Bronze
1497,1,5020.5,5020.5,Home & Kitchen,Mobile,Paid Ads,1,0.03,5.0,301230.0,5020.5,Platinum
